key	generate	localised_description	localised_title	ui_icon	ui_image	prioritized
inv_colony_discovered_4	false	Lush flower fields, white streams and calm weather - this is probably where the gods go for respite! Not much of an arable land but the beauty of this place cannot be denied.	New Land Discovered! 	rom_event_document.png	inv_greek_migrants.png	true
inv_colony_discovered_5	false	Our scouts report iron deposits in the local mountains. Should we settle here or keep looking?	New Land Discovered! 	rom_event_document.png	inv_greek_migrants.png	true
inv_colony_discovered_fail	false	Pulled off course by the light of golden treasures or caught in Poseidon's wrath? We may never know but this expedition is over.\n\n Now, to whom should we attribute this failure?	Expedition Failed	rom_event_document.png	greek_sea_defeat.png	true
inv_faction_etruscans_01	true	An old tomb has been revealed, possibly filled with forgotten treasure. Shall we open it, even though some fear it is cursed?	The Cursed Tomb	rom_event_document.png	inv_etruscan_convention.png	true
inv_faction_etruscans_02	true	A thunderstorm has been raging for the better part of the day. Which priest shall we send to read the lightning?	Quarrel of the Gods	rom_event_document.png	inv_etruscan_convention.png	true
inv_faction_etruscans_03	true	A man has been caught putting the names of important people inscribed on bronze plates in old tombs - an ancient ritual that causes the named person to die. He refuses to divulge his motives. How should we treat him?	Death Wish	rom_event_document.png	inv_etruscan_convention.png	true
inv_faction_etruscans_04	true	Priests and advisors murmur that it is time for a feast of monumental proportions. Having one might be costly indeed, but it is a good way to deal with civil unrest and political strife.	Feast of the Century	rom_event_document.png	inv_etruscan_convention.png	true
inv_faction_greek_01	true	A band of strong young men from mainland Greece wishes to settle near one of your cities. Locals view them with distrust, yet the newcomers seem like ordinary folk...	Refugees	rom_event_document.png	greek_generic.png	true
inv_faction_greek_02	true	A ragtag band of men is seen near one of your cities. Upon being questioned, they explain they are former slaves who have escaped the clutches of their masters and are now looking for a new home. How shall we deal with them?	Refugees	rom_event_document.png	greek_generic.png	true
inv_faction_greek_03	true	A large group of priests desires to settle in one of your cities. When asked, they explain that they seek new a sacred place for the great goddess Persephone. What shall be done with them?	Refugees	rom_event_document.png	greek_generic.png	true
inv_faction_greek_04	true	A band of armed military men has been spotted near one of your cities. They send an emissary and explain that they are an army of veterans. After many battles together, they are looking for a place to retire and have come in peace. Shall we accept them?	Refugees	rom_event_document.png	greek_generic.png	true
inv_faction_greek_05	true	A group of migrants approach your city and request permission to settle. It turns out that many of them are actually Pythagoreans, who were banished from their home city for their beliefs. Shall we allow them to settle?	Refugees	rom_event_document.png	greek_generic.png	true
inv_faction_iolei_02	true	Stories are told time and again of our great ancestors, the Sherden. Which half-forgotten memory shall we try to restore?	Memories of the Sherden	rom_event_document.png	inv_sardinian_faction.png	true
inv_faction_iolei_03	true	Rumour has it that a stone giant statue comes to life at night and roams the countryside. The populace grow fearful and demand that something is done. What shall it be?	Living Stone	rom_event_document.png	inv_sardinian_faction.png	true
inv_faction_samnite_01	true	Samnite officials have gathered to solve the following issue: many roads in Samnite lands have become unsafe, with bandits often assaulting unsuspecting travellers. As a result, it takes a lot of time for traders to reach their destinations, negatively affecting their profits. A decision should be taken!	The Bandit Threat	rom_event_document.png	3c_banditry_missing_money.png	true
inv_faction_samnite_02	true	Samnite officials convene to discuss a distressing occurrence: a holy spring has been defiled by the drunk son of a nobleman in a most disgusting way. Steps should be taken to remedy the situation!	Precarious Situation	rom_event_document.png	attrition_swamp.png	true
inv_faction_samnite_03	true	Samnite officials convene at the request of the shepherds, as grazing grounds are being depleted at an alarming rate. Soon there will be no food for the sheep, forcing a cull of the sheep into smaller herds, which may spell disaster for the Samnite economy. What shall we do?	Shepherds' Plea	rom_event_document.png	disaster_famine.png	true
inv_faction_samnite_04	true	It is evident that we need to increase the number of men in our army. All healthy young Samnites are ordered to prepare to become fully-fledged warriors. Only one thing needs to be decided... shall we make them take the sacred oath or not?	Call to Battle	rom_event_document.png	inv_samnite_ver_sacrum.png	true
inv_faction_seno_insub_01	true	A roving warband has captured a cache of jewels. The warchief brings it to you to prove his merit and loyalty. What shall we do with this treasure?	Spoils of War	rom_event_document.png	barb_generic.png	true
inv_faction_seno_insub_02	true	An adventurer returns from his travels, with many tales of the distant lands of the 'civilised' Greeks. Some tales sound preposterous, others not so much. What shall we do?	Tales of Civilisation	rom_event_document.png	barb_diplomacy.png	true
inv_faction_seno_insub_03	true	There are many young men in your lands eager to prove their merit and masculinity. As a result, fights often break out between fellow tribesmen, leaving them wounded or even killed. How shall we deal with these hotheads?	Young Blood 	rom_event_document.png	barb_male_agent_wounded.png	true
inv_faction_seno_insub_04	true	The druids have proclaimed that the time is suitable for a hunt to honour the gods. How shall we proceed?	The Wild Hunt	rom_event_document.png	inv_barb_grant_hunt.png	true
inv_faction_seno_insub_05	true	The druids foretell grave tidings that could be averted only by generous gifts, through them of course, to the gods. Shall we obey their instructions?	Appease the Gods	rom_event_document.png	barb_faction.png	true
inv_faction_seno_insub_06	true	Your men bring a lost Greek merchant before you. His sizeable load of goods awaits right outside your hall. Your orders?	The Greek Merchant	rom_event_document.png	barb_faction.png	true
inv_faction_veneti_01	true	The oldest steed in the royal herd is so old that he can barely walk. What shall we do with this beloved, hoofed veteran?	The Venerable Veteran	rom_event_document.png	inv_veneti_horses.png	true
inv_faction_veneti_02	true	The time of sacrifice to Diomedes is at hand. What kind of horse shall we dedicate this year?	Sacrifice	rom_event_document.png	inv_veneti_horses.png	true
inv_faction_veneti_03	true	A Greek man wishes to borrow a horse to use in the Olympic Games. He wants to repay us once the games are over. What shall we do?	Investment Opportunity	rom_event_document.png	inv_veneti_horses.png	true
inv_faction_veneti_04	true	Messengers from a distant eastern land come to purchase one of our fabled Veneti mares, and for an exhorbitant price no less! Undoubtedly, they wish to breed these majestic horses themselves at home. What shall we do?	Venetian Pride	rom_event_document.png	inv_veneti_horses.png	true
inv_faction_veneti_05	true	A band of unknown rustlers have taken a number of steeds from the sacred herd of the Veneti. What should we do?	Horse Thieves	rom_event_document.png	barb_male_agent_wounded.png	true
inv_faction_veneti_06	false	The band of rustlers is at your mercy. What is their sentence?	Horse Thieves	rom_event_document.png	barb_male_agent_wounded.png	true
inv_geographical_Carthaginian_Politician	true	A man is brought before you. He is accused of killing a Carthaginian official; however, he offers a sizeable monetary contribution in return for assurance of his safety. What shall we do?	Carthaginian Politician	rom_event_document.png	inv_carthaginian_messengers.png	true
inv_geographical_Carthaginian_Religion	true	A group of Carthaginian priests request your assistance to build a temple to Baal Hammon in your lands. Their monetary investment is sizeable, they explain, and you could secure the friendship of Carthage and its gods also...	Carthaginian Religion	rom_event_document.png	inv_carthaginian_messengers.png	true
inv_geographical_Carthaginian_Slaves	true	A fleet of Carthaginian slave ships arrives at one of your ports. The slavemaster requests a personal audience and asks to sell his slaves in your cities.	Carthaginian Slaves	rom_event_document.png	inv_carthaginian_messengers.png	true
inv_geographical_Carthaginian_captain	true	A Carthaginian military vessel drops anchor at one of your ports. The captain claims to be a part of a larger fleet sent to patrol your shores and make them safe for sea trade. Shall we agree to this?	Carthaginian Captain	rom_event_document.png	inv_carthaginian_messengers.png	true
inv_geographical_carthage_merchant	true	A prominent Carthaginian merchant has been slain in your lands. The reason? A pointless dispute over too many cups of wine! The culprit is a young member of a wealthy family. He is in your custody but Carthage demand his immediate handover.	Carthaginian Merchant	rom_event_document.png	inv_carthaginian_messengers.png	true
inv_geographical_massalia_cure_all	true	A doctor from Massalia offers you a wondrous medicine. He claims it makes men healthier and more willing to work or fight. The medicine is not cheap, yet it might be worth it if the doctor's words are true...	Massalian Cure-all	rom_event_document.png	inv_massilian_ambassadors.png	true
inv_geographical_massalia_merchants	true	Three competing merchantmen from Massalia desire to do business with you. They urge you to choose wisely...	Massalian Merchants	rom_event_document.png	inv_massilian_ambassadors.png	true
inv_geographical_massalia_request	true	The council of Massalia sends an envoy asking for help. In order to complete a grand temple in time for some upcoming festivities, the Massalians require an additional workforce, and you will be paid in full beforehand. What shall we do about this situation?	Massalian Request	rom_event_document.png	inv_massilian_ambassadors.png	true
inv_geographical_massalia_resources	true	A merchant from Massalia offers a few shipments of rare resources at a very affordable price.	Massalian Resources	rom_event_document.png	inv_massilian_ambassadors.png	true
inv_geographical_massalia_trading_rights	true	The council of Massalia asks you to grant exclusive rights to their merchants to trade in your land. You would still be free to trade with others, but Massalian goods are to be state-approved and preferred for as long as the contract lasts. Your decision?	Massalian Trading Rights	rom_event_document.png	inv_massilian_ambassadors.png	true
inv_homefront_01	true	Tensions in Greece are running high. Sparta is starving due to a fire that incinerated several granaries. At the same time, Athens requires a workforce to hastily complete a set of fortifications and the city of Corinth requires more weapons for the troops it is currently mustering. Which polis shall we aid?	Rivalry of the Poleis	rom_event_document.png	greek_diplomacy.png	true
inv_homefront_02	true	Messengers from Greece bring news of a flash flood has destroyed a bridge over the River Evrotas; Sparta requires additional workers to rebuild the bridge. Meanwhile several cataclysmic battles have drained Athens of its workforce, and unless you intervene, there will be nobody left to harvest their crops. Corinth needs cattle to sacrifice, to ensure the gods' goodwill for years to come.	Rivalry of the Poleis	rom_event_document.png	greek_diplomacy.png	true
inv_homefront_03	true	The situation in Greece evolves... In order to fully employ all its weaponsmiths, Sparta needs additional workers to mine metals for smelting. Athens is planning a major military operation and requires an experienced general to join its command staff. At the same time, Corinth is looking for educated men to expand the schools already in existence in the city.	Rivalry of the Poleis	rom_event_document.png	greek_diplomacy.png	true
inv_homefront_04	true	News from Greece has arrived! Sparta is looking for a proficient admiral in order to lead a naval campaign. Meanwhile Athens requires veteran soldiers to bolster its ranks and Corinth requires gold, as the taxes collected failed to properly fill its coffers this year.	Rivalry of the Poleis	rom_event_document.png	greek_diplomacy.png	true
inv_homefront_05	true	Messengers bring you tidings from Greece! The armies of Sparta need more weapons to arm their numerous new recruits. At the same time, Athens requires experienced builders to complete a great temple to Ares and the fields near Corinth require many more hands to work them, lest the city face starvation!	Rivalry of the Poleis	rom_event_document.png	greek_diplomacy.png	true
inv_homefront_06	true	The situation in Greece is still tense and the poleis are in need of assistance: Sparta requires cattle to support its two newly mustered armies; Athens lacks workers in its pottery workshops; Corinth prepares to march against Sparta and needs a general to lead its hoplites.	Rivalry of the Poleis	rom_event_document.png	greek_diplomacy.png	true
inv_homefront_07	true	The couriers bring a report of the happenings over in Greece: it would appear that the Spartan treasury almost empty and must be filled desperately; a newly-discovered vein of metal near Athens needs more miners if it is to be properly exploited; foreign raiders have assaulted several Corinthian granaries, depriving the polis of food.	Rivalry of the Poleis	rom_event_document.png	greek_diplomacy.png	true
inv_homefront_08	true	This is the news from Greece! The city of Sparta requires wise men to educate its army's commanders in matters of philosophy. At the same time, Athens' mighty fleet requires an admiral to lead a surprise attack against an enemy port and veteran soldiers are needed to reinvigorate Corinth's army.	Rivalry of the Poleis	rom_event_document.png	greek_diplomacy.png	true
inv_homefront_09	true	Your informants in Greece return with news! The new marketplace in Sparta requires skilled artisans for its workshops. Meanwhile, a large pack of wolves has taken many heads of Athenian cattle; more are needed to replace them. Also, Corinth is struggling to build its new barracks due to a shortage of master builders.	Rivalry of the Poleis	rom_event_document.png	greek_diplomacy.png	true
inv_homefront_10	true	The latest news from Greece! Mighty Sparta is looking for another general to provide foreign insight to matters of war. At the same time, a shipment of grain from Anatolia has been lost at sea, leaving Athens under threat of starvation. Finally, Corinth is looking for proficient miners to exploit a mine they have acquired following a recent conquest.	Rivalry of the Poleis	rom_event_document.png	greek_diplomacy.png	true
inv_homefront_11	true	Your agents bring you a report on recent events in Greece. Surprisingly, Sparta has suffered casualties among its helot slaves during a battle against Athens and now there are too few healthy men to work the fields. Also, Athens requires gold to pay the mercenaries they deployed against Sparta. At the same time, Corinth is building a stockpile of arms as a part of new offensive plan.	Rivalry of the Poleis	rom_event_document.png	greek_diplomacy.png	true
inv_homefront_12	true	Your agents return with news of Greece! Firmly determined to win a major battle against several rival poleis, Sparta is enlisting as many allies as possible. Athens will most likely not participate in the battle, as it is too busy looking for wise men to take part in an upcoming philosophical debate. Meanwhile, the Corinthian navy is expanding and therefore a skilled admiral is needed.	Rivalry of the Poleis	rom_event_document.png	greek_diplomacy.png	true
inv_plebs_01	true	A criminal gang is running rampant, bringing chaos to the streets of Rome! However, dealing with the problem is not as simple as it may first appear, as the gang is rumoured to be under the protection of a patrician from a prominent gens, and thus beyond the law. The plebs are in great distress and threaten secessio!	Conflict of the Orders	rom_event_document.png	inv_protesting_plebs.png	true
inv_plebs_02	true	A rumour on the streets claims that soon there won't be any grain at all in Rome - just how will the masses be fed then? The plebs are disturbed by this prospect and the spirit of discontent is in the air!	Conflict of the Orders	rom_event_document.png	inv_protesting_plebs.png	true
inv_plebs_03	true	A patrician has acquired slaves from Scythia. Naturally, the plebs view them with mistrust and soon a crowd gathers before the home of the patrician, demanding he get rid of the foreigners!	Conflict of the Orders	rom_event_document.png	inv_protesting_plebs.png	true
inv_plebs_04	true	The sharp tongue of a young patrician in the Senate has insulted the plebs and now they openly demand he be stripped of his authority. What should we do?	Conflict of the Orders	rom_event_document.png	inv_protesting_plebs.png	true
inv_plebs_05	true	A house fire burns a few buildings to the ground. Although it does not spread, the plebs are worried about future fires and soon a throng gathers on the forum, demanding action.	Conflict of the Orders	rom_event_document.png	inv_protesting_plebs.png	true
inv_plebs_06	true	A group of Greek craftsmen offer to renovate several buildings. They would be more efficient and cheaper than local builders, but the locals have already incited the other plebs to rise up in protest against the foreigners. It is evident that we need to act, the question is how?	Conflict of the Orders	rom_event_document.png	inv_protesting_plebs.png	true
inv_plebs_07	true	Seemingly without reason, the plebs claim that they are paying too much tax. Across the city, work slowly grinds to a halt as they demand the taxes be lowered. This situation cannot persist!	Conflict of the Orders	rom_event_document.png	inv_protesting_plebs.png	true
inv_plebs_08	true	Rumour has it that a patrician senator regularly dips his fingers into the city's tax revenue in order to enrich himself! Soon after, the plebs rise in anger and gather at the forum. We must act quickly!	Conflict of the Orders	rom_event_document.png	inv_protesting_plebs.png	true
isthmian_401	true	We celebrate now, in honour and memory of Melicertes! The Olympiad nears it end. To celebrate, the Isthmian Games will soon take place. Multitudes will come from far and wide to be entertained, celebrate and show veneration - they expect a magnificent event! If we are to participate in the preparations, there are choices to be made:	Isthmian Games	rom_event_document.png	pel_isthmian_games.png	true
isthmian_403	true	We celebrate now, in honour and memory of Melicertes! The Olympiad nears it end. To celebrate, the Isthmian Games will soon take place. Multitudes will come from far and wide to be entertained, celebrate and show veneration - they expect a magnificent event! If we are to participate in the preparations, there are choices to be made:	Isthmian Games	rom_event_document.png	pel_isthmian_games.png	true
isthmian_405	true	We celebrate now, in honour and memory of Melicertes! The Olympiad nears it end. To celebrate, the Isthmian Games will soon take place. Multitudes will come from far and wide to be entertained, celebrate and show veneration - they expect a magnificent event! If we are to participate in the preparations, there are choices to be made:	Isthmian Games	rom_event_document.png	pel_isthmian_games.png	true
isthmian_407	true	We celebrate now, in honour and memory of Melicertes! The Olympiad nears it end. To celebrate, the Isthmian Games will soon take place. Multitudes will come from far and wide to be entertained, celebrate and show veneration - they expect a magnificent event! If we are to participate in the preparations, there are choices to be made:	Isthmian Games	rom_event_document.png	pel_isthmian_games.png	true
isthmian_409	true	We celebrate now, in honour and memory of Melicertes! The Olympiad nears it end. To celebrate, the Isthmian Games will soon take place. Multitudes will come from far and wide to be entertained, celebrate and show veneration - they expect a magnificent event! If we are to participate in the preparations, there are choices to be made:	Isthmian Games	rom_event_document.png	pel_isthmian_games.png	true
isthmian_411	true	We celebrate now, in honour and memory of Melicertes! The Olympiad nears it end. To celebrate, the Isthmian Games will soon take place. Multitudes will come from far and wide to be entertained, celebrate and show veneration - they expect a magnificent event! If we are to participate in the preparations, there are choices to be made:	Isthmian Games	rom_event_document.png	pel_isthmian_games.png	true
isthmian_413	true	We celebrate now, in honour and memory of Melicertes! The Olympiad nears it end. To celebrate, the Isthmian Games will soon take place. Multitudes will come from far and wide to be entertained, celebrate and show veneration - they expect a magnificent event! If we are to participate in the preparations, there are choices to be made:	Isthmian Games	rom_event_document.png	pel_isthmian_games.png	true
isthmian_415	true	We celebrate now, in honour and memory of Melicertes! The Olympiad nears it end. To celebrate, the Isthmian Games will soon take place. Multitudes will come from far and wide to be entertained, celebrate and show veneration - they expect a magnificent event! If we are to participate in the preparations, there are choices to be made:	Isthmian Games	rom_event_document.png	pel_isthmian_games.png	true
isthmian_417	true	We celebrate now, in honour and memory of Melicertes! The Olympiad nears it end. To celebrate, the Isthmian Games will soon take place. Multitudes will come from far and wide to be entertained, celebrate and show veneration - they expect a magnificent event! If we are to participate in the preparations, there are choices to be made:	Isthmian Games	rom_event_document.png	pel_isthmian_games.png	true
isthmian_419	true	We celebrate now, in honour and memory of Melicertes! The Olympiad nears it end. To celebrate, the Isthmian Games will soon take place. Multitudes will come from far and wide to be entertained, celebrate and show veneration - they expect a magnificent event! If we are to participate in the preparations, there are choices to be made:	Isthmian Games	rom_event_document.png	pel_isthmian_games.png	true
isthmian_421	true	We celebrate now, in honour and memory of Melicertes! The Olympiad nears it end. To celebrate, the Isthmian Games will soon take place. Multitudes will come from far and wide to be entertained, celebrate and show veneration - they expect a magnificent event! If we are to participate in the preparations, there are choices to be made:	Isthmian Games	rom_event_document.png	pel_isthmian_games.png	true
isthmian_423	true	We celebrate now, in honour and memory of Melicertes! The Olympiad nears it end. To celebrate, the Isthmian Games will soon take place. Multitudes will come from far and wide to be entertained, celebrate and show veneration - they expect a magnificent event! If we are to participate in the preparations, there are choices to be made:	Isthmian Games	rom_event_document.png	pel_isthmian_games.png	true
isthmian_425	true	We celebrate now, in honour and memory of Melicertes! The Olympiad nears it end. To celebrate, the Isthmian Games will soon take place. Multitudes will come from far and wide to be entertained, celebrate and show veneration - they expect a magnificent event! If we are to participate in the preparations, there are choices to be made:	Isthmian Games	rom_event_document.png	pel_isthmian_games.png	true
isthmian_427	true	We celebrate now, in honour and memory of Melicertes! The Olympiad nears it end. To celebrate, the Isthmian Games will soon take place. Multitudes will come from far and wide to be entertained, celebrate and show veneration - they expect a magnificent event! If we are to participate in the preparations, there are choices to be made:	Isthmian Games	rom_event_document.png	pel_isthmian_games.png	true
isthmian_429	true	We celebrate now, in honour and memory of Melicertes! The Olympiad nears it end. To celebrate, the Isthmian Games will soon take place. Multitudes will come from far and wide to be entertained, celebrate and show veneration - they expect a magnificent event! If we are to participate in the preparations, there are choices to be made:	Isthmian Games	rom_event_document.png	pel_isthmian_games.png	true
isthmian_431	true	We celebrate now, in honour and memory of Melicertes! The Olympiad nears it end. To celebrate, the Isthmian Games will soon take place. Multitudes will come from far and wide to be entertained, celebrate and show veneration - they expect a magnificent event! If we are to participate in the preparations, there are choices to be made:	Isthmian Games	rom_event_document.png	pel_isthmian_games.png	true
move_capital_rome	false	You've conquered Rome, the greatest city in the world and a fine central hub from which to operate. As such, should we move our capital there?	Move Capital	rom_event_document.png	rom_celebration.png	true
nemean_401	true	The Olympiad continues into its second year and the Nemean Games will soon be here! Honour to Zeus and this great event's founder, Herakles! Multitudes will come from far and wide to be entertained, celebrate and show veneration - they expect a magnificent event! If we are to participate in the preparations, there are choices to be made:	Nemean Games	rom_event_document.png	pel_nemean_games.png	true
nemean_403	true	The Olympiad continues into its second year and the Nemean Games will soon be here! Honour to Zeus and this great event's founder, Herakles! Multitudes will come from far and wide to be entertained, celebrate and show veneration - they expect a magnificent event! If we are to participate in the preparations, there are choices to be made:	Nemean Games	rom_event_document.png	pel_nemean_games.png	true
nemean_405	true	The Olympiad continues into its second year and the Nemean Games will soon be here! Honour to Zeus and this great event's founder, Herakles! Multitudes will come from far and wide to be entertained, celebrate and show veneration - they expect a magnificent event! If we are to participate in the preparations, there are choices to be made:	Nemean Games	rom_event_document.png	pel_nemean_games.png	true
nemean_407	true	The Olympiad continues into its second year and the Nemean Games will soon be here! Honour to Zeus and this great event's founder, Herakles! Multitudes will come from far and wide to be entertained, celebrate and show veneration - they expect a magnificent event! If we are to participate in the preparations, there are choices to be made:	Nemean Games	rom_event_document.png	pel_nemean_games.png	true
nemean_409	true	The Olympiad continues into its second year and the Nemean Games will soon be here! Honour to Zeus and this great event's founder, Herakles! Multitudes will come from far and wide to be entertained, celebrate and show veneration - they expect a magnificent event! If we are to participate in the preparations, there are choices to be made:	Nemean Games	rom_event_document.png	pel_nemean_games.png	true
nemean_411	true	The Olympiad continues into its second year and the Nemean Games will soon be here! Honour to Zeus and this great event's founder, Herakles! Multitudes will come from far and wide to be entertained, celebrate and show veneration - they expect a magnificent event! If we are to participate in the preparations, there are choices to be made:	Nemean Games	rom_event_document.png	pel_nemean_games.png	true
nemean_413	true	The Olympiad continues into its second year and the Nemean Games will soon be here! Honour to Zeus and this great event's founder, Herakles! Multitudes will come from far and wide to be entertained, celebrate and show veneration - they expect a magnificent event! If we are to participate in the preparations, there are choices to be made:	Nemean Games	rom_event_document.png	pel_nemean_games.png	true
nemean_415	true	The Olympiad continues into its second year and the Nemean Games will soon be here! Honour to Zeus and this great event's founder, Herakles! Multitudes will come from far and wide to be entertained, celebrate and show veneration - they expect a magnificent event! If we are to participate in the preparations, there are choices to be made:	Nemean Games	rom_event_document.png	pel_nemean_games.png	true
nemean_417	true	The Olympiad continues into its second year and the Nemean Games will soon be here! Honour to Zeus and this great event's founder, Herakles! Multitudes will come from far and wide to be entertained, celebrate and show veneration - they expect a magnificent event! If we are to participate in the preparations, there are choices to be made:	Nemean Games	rom_event_document.png	pel_nemean_games.png	true
nemean_419	true	The Olympiad continues into its second year and the Nemean Games will soon be here! Honour to Zeus and this great event's founder, Herakles! Multitudes will come from far and wide to be entertained, celebrate and show veneration - they expect a magnificent event! If we are to participate in the preparations, there are choices to be made:	Nemean Games	rom_event_document.png	pel_nemean_games.png	true
nemean_421	true	The Olympiad continues into its second year and the Nemean Games will soon be here! Honour to Zeus and this great event's founder, Herakles! Multitudes will come from far and wide to be entertained, celebrate and show veneration - they expect a magnificent event! If we are to participate in the preparations, there are choices to be made:	Nemean Games	rom_event_document.png	pel_nemean_games.png	true
nemean_423	true	The Olympiad continues into its second year and the Nemean Games will soon be here! Honour to Zeus and this great event's founder, Herakles! Multitudes will come from far and wide to be entertained, celebrate and show veneration - they expect a magnificent event! If we are to participate in the preparations, there are choices to be made:	Nemean Games	rom_event_document.png	pel_nemean_games.png	true
nemean_425	true	The Olympiad continues into its second year and the Nemean Games will soon be here! Honour to Zeus and this great event's founder, Herakles! Multitudes will come from far and wide to be entertained, celebrate and show veneration - they expect a magnificent event! If we are to participate in the preparations, there are choices to be made:	Nemean Games	rom_event_document.png	pel_nemean_games.png	true
nemean_427	true	The Olympiad continues into its second year and the Nemean Games will soon be here! Honour to Zeus and this great event's founder, Herakles! Multitudes will come from far and wide to be entertained, celebrate and show veneration - they expect a magnificent event! If we are to participate in the preparations, there are choices to be made:	Nemean Games	rom_event_document.png	pel_nemean_games.png	true
nemean_429	true	The Olympiad continues into its second year and the Nemean Games will soon be here! Honour to Zeus and this great event's founder, Herakles! Multitudes will come from far and wide to be entertained, celebrate and show veneration - they expect a magnificent event! If we are to participate in the preparations, there are choices to be made:	Nemean Games	rom_event_document.png	pel_nemean_games.png	true
nemean_431	true	The Olympiad continues into its second year and the Nemean Games will soon be here! Honour to Zeus and this great event's founder, Herakles! Multitudes will come from far and wide to be entertained, celebrate and show veneration - they expect a magnificent event! If we are to participate in the preparations, there are choices to be made:	Nemean Games	rom_event_document.png	pel_nemean_games.png	true
olympics_400	true	The Olympiad rolls over and, very soon, the time of games will be upon us! Honour to Zeus, the highest of the gods! Multitudes will come from far and wide to be entertained, celebrate and show veneration - they expect a magnificent event! If we are to participate in the preparations, there are choices to be made:	Olympic Games	rom_event_document.png	pel_olympic_games.png	true
olympics_404	true	The Olympiad rolls over and, very soon, the time of games will be upon us! Honour to Zeus, the highest of the gods! Multitudes will come from far and wide to be entertained, celebrate and show veneration - they expect a magnificent event! If we are to participate in the preparations, there are choices to be made:	Olympic Games	rom_event_document.png	pel_olympic_games.png	true
olympics_408	true	The Olympiad rolls over and, very soon, the time of games will be upon us! Honour to Zeus, the highest of the gods! Multitudes will come from far and wide to be entertained, celebrate and show veneration - they expect a magnificent event! If we are to participate in the preparations, there are choices to be made:	Olympic Games	rom_event_document.png	pel_olympic_games.png	true
olympics_412	true	The Olympiad rolls over and, very soon, the time of games will be upon us! Honour to Zeus, the highest of the gods! Multitudes will come from far and wide to be entertained, celebrate and show veneration - they expect a magnificent event! If we are to participate in the preparations, there are choices to be made:	Olympic Games	rom_event_document.png	pel_olympic_games.png	true
olympics_416	true	The Olympiad rolls over and, very soon, the time of games will be upon us! Honour to Zeus, the highest of the gods! Multitudes will come from far and wide to be entertained, celebrate and show veneration - they expect a magnificent event! If we are to participate in the preparations, there are choices to be made:	Olympic Games	rom_event_document.png	pel_olympic_games.png	true
olympics_420	true	The Olympiad rolls over and, very soon, the time of games will be upon us! Honour to Zeus, the highest of the gods! Multitudes will come from far and wide to be entertained, celebrate and show veneration - they expect a magnificent event! If we are to participate in the preparations, there are choices to be made:	Olympic Games	rom_event_document.png	pel_olympic_games.png	true
olympics_424	true	The Olympiad rolls over and, very soon, the time of games will be upon us! Honour to Zeus, the highest of the gods! Multitudes will come from far and wide to be entertained, celebrate and show veneration - they expect a magnificent event! If we are to participate in the preparations, there are choices to be made:	Olympic Games	rom_event_document.png	pel_olympic_games.png	true
olympics_428	true	The Olympiad rolls over and, very soon, the time of games will be upon us! Honour to Zeus, the highest of the gods! Multitudes will come from far and wide to be entertained, celebrate and show veneration - they expect a magnificent event! If we are to participate in the preparations, there are choices to be made:	Olympic Games	rom_event_document.png	pel_olympic_games.png	true
olympics_432	true	The Olympiad rolls over and, very soon, the time of games will be upon us! Honour to Zeus, the highest of the gods! Multitudes will come from far and wide to be entertained, celebrate and show veneration - they expect a magnificent event! If we are to participate in the preparations, there are choices to be made:	Olympic Games	rom_event_document.png	pel_olympic_games.png	true
political_event_adoption	false	Another family seeks to adopt one of your characters.	Adoption	rom_event_document.png	political_intrigue.png	false
political_event_appreciation	false	A member of another party has spoken well of this character. It is assumed they are being honest.	Appreciation	rom_event_document.png	political_intrigue.png	false
political_event_assassination_plot	false	A spy tells you that a politician from a rival party is plotting your assassination. What do you do?	Assassination Plot	rom_event_document.png	political_intrigue.png	false
political_event_blackmail	false	One of your family members is being blackmailed.	Blackmail	rom_event_document.png	political_intrigue.png	false
political_event_flirt	false	A member of another party has made advances towards this character. Is this a romance or a political rivalry?	Flirt	rom_event_document.png	political_intrigue.png	false
political_event_gather_support	false	This character has rallied his supporters. Perhaps he is mustering an army?	Gather Support	rom_event_document.png	political_intrigue.png	false
political_event_gift_received	false	A member of another political party has sent a gift. It may be a token of their appreciation, as well as dust in your eyes...	Gift Received	rom_event_document.png	political_intrigue.png	false
political_event_insult	false	Words can hurt more than weapons; this character was disgraced by a rival.	Insult	rom_event_document.png	political_intrigue.png	false
political_event_intimidate_opposition	false	Local bandits have offered their services to intimidate the opposition. How do you proceed?	Intimidate Opposition	rom_event_document.png	political_intrigue.png	false
political_event_marriage	false	Another family proposes a marriage.	Marriage	rom_event_document.png	political_intrigue.png	false
political_event_provoked	false	This character was taunted by his enemies. There are two ways ahead: absolution or retaliation.	Provoked	rom_event_document.png	political_intrigue.png	false
political_event_riot_in_capital	false	A riot has started in your capital. You suspect that it was instigated by one of the other political parties. How do you react?	Riot at the Capital	rom_event_document.png	political_intrigue.png	false
political_event_rival_banquet	false	One of the other parties has organised a banquet in your capital, threatening your hegemony. How do you react?	Rival Banquet	rom_event_document.png	political_intrigue.png	false
political_event_suicide	false	Some are not suited for the waking world. This character has chosen the easy way out...	Suicide	rom_event_document.png	political_intrigue.png	false
pythian_402	true	The Olympiad continues into its second year, and shortly it will be time for the Pythian Games! Praise to the god of light and knowledge, Apollo! Multitudes will come from far and wide to be entertained, celebrate and show veneration - they expect a magnificent event! If we are to participate in the preparations, there are choices to be made:	Pythian Games	rom_event_document.png	pel_pythian_games.png	true
